7461;57769
7462;57768
7463;57770
7464;57769
7465;57770
7466;57769
7467;57769
7468;57769
7469;57769
7470;57768
7471;57768
7472;57768
7473;57767
7474;57767
7475;57767
7476;57768
7477;57768
7478;57768
7479;57768
7480;57767
7481;57770
7482;57769
7483;57767
7484;57767
7485;57765
7486;57770
7487;57770
7488;57770
7489;57770
7490;57768
7491;57768
7492;57768
7493;57768
7494;57765
7495;57765
7496;57762
7497;57762
7498;57762
7499;57763
7500;57764
7501;57764
7502;57764
7503;57762
7504;57764
7505;57765
7506;57765
7507;57762
7508;57762
7509;57765
7510;57763
7511;57761
7512;57765
7513;57765
7514;57764
7515;57763
7516;57764
7517;57761
7518;57764
7519;57764
7520;57764
