7461;57769
7462;57768
7463;57770
7464;57769
7465;57770
7466;57769
7467;57769
7468;57769
7469;57769
7470;57768
7471;57768
7472;57768
7473;57767
7474;57767
7475;57767
7476;57768
7477;57768
7478;57768
7479;57768
7480;57767
7481;57770
7482;57769
7483;57767
7484;57767
7485;57765
7486;57770
7487;57770
7488;57770
7489;57770
7490;57768
7491;57768
7492;57768
7493;57768
7494;57765
7495;57765
7496;57762
7497;57762
7498;57762
7499;57763
7500;57764
7501;57764
7502;57764
7503;57762
7504;57764
7505;57765
7506;57765
7507;57762
7508;57762
7509;57765
7510;57763
7511;57761
7512;57765
7513;57765
7514;57764
7515;57763
7516;57764
7517;57761
7518;57764
7519;57764
7520;57764
7521;57764
7522;57761
7523;57761
7524;57761
7525;57763
7526;57761
7527;57761
7528;57764
7529;57764
7530;57764
7531;57764
7532;57762
7533;57762
7534;57763
7535;57761
7536;57763
7537;57761
7538;57761
7539;57762
7540;57762
7541;57765
7542;57764
7543;57764
7544;57764
7545;57764
7546;57762
7547;57762
7548;57763
7549;57763
7550;57760
7551;57760
7552;57763
7553;57761
7554;57760
7555;57764
7556;57761
7557;57761
7558;57763
7559;57765
7560;57765
7561;57765
7562;57761
7563;57762
7564;57762
7565;57763
7566;57763
7567;57762
7568;57762
7569;57760
7570;57762
7571;57762
7572;57760
7573;57762
7574;57762
7575;57762
7576;57759
7577;57759
7578;57760
7579;57762
7580;57762
7581;57762
7582;57760
7583;57760
7584;57762
7585;57762
7586;57760
7587;57761
7588;57760
7589;57762
7590;57756
7591;57756
7592;57760
7593;57762
7594;57762
7595;57760
7596;57759
7597;57759
7598;57759
7599;57759
7600;57757
7601;57759
7602;57760
7603;57760
7604;57760
7605;57759
7606;57758
7607;57759
7608;57759
7609;57760
7610;57760
7611;57760
7612;57760
7613;57760
7614;57760
7615;57760
7616;57759
7617;57759
7618;57759
7619;57760
7620;57758
7621;57760
7622;57759
7623;57760
7624;57758
7625;57760
7626;57760
7627;57758
7628;57757
7629;57758
7630;57758
7631;57756
7632;57758
7633;57756
7634;57758
7635;57756
7636;57757
7637;57755
7638;57755
7639;57757
7640;57757
7641;57757
7642;57757
7643;57757
7644;57757
7645;57757
7646;57758
7647;57756
7648;57758
7649;57758
7650;57755
7651;57757
7652;57757
7653;57757
7654;57756
7655;57755
7656;57756
7657;57757
7658;57756
7659;57758
7660;57756
7661;57757
7662;57758
7663;57758
7664;57756
7665;57758
7666;57756
7667;57756
7668;57757
7669;57757
7670;57755
7671;57756
7672;57756
7673;57757
7674;57757
7675;57757
7676;57757
7677;57758
7678;57758
7679;57756
7680;57756
7681;57758
7682;57758
7683;57756
7684;57757
7685;57757
7686;57757
7687;57757
7688;57756
7689;57758
7690;57756
7691;57760
7692;57758
7693;57757
7694;57757
7695;57758
7696;57758
7697;57758
7698;57758
7699;57758
7700;57758
7701;57758
7702;57758
7703;57759
7704;57760
7705;57761
7706;57761
7707;57760
7708;57760
7709;57760
7710;57759
7711;57759
7712;57759
7713;57762
7714;57759
7715;57760
7716;57760
7717;57761
7718;57760
7719;57761
7720;57761
7721;57762
7722;57762
7723;57761
7724;57761
7725;57761
7726;57762
7727;57763
7728;57763
7729;57763
7730;57763
7731;57760
7732;57760
7733;57760
7734;57764
7735;57764
7736;57764
7737;57763
7738;57763
7739;57763
7740;57763
7741;57763
7742;57764
7743;57764
7744;57764
7745;57764
7746;57764
7747;57767
7748;57765
7749;57765
7750;57765
7751;57767
7752;57767
7753;57764
7754;57765
7755;57764
7756;57765
7757;57765
7758;57765
7759;57765
7760;57765
7761;57765
7762;57764
7763;57763
7764;57764
7765;57763
7766;57765
7767;57765
7768;57765
7769;57765
7770;57765
7771;57765
7772;57763
7773;57762
7774;57762
7775;57764
7776;57764
7777;57762
7778;57765
7779;57765
7780;57765
7781;57765
7782;57762
7783;57762
7784;57764
7785;57764
7786;57765
7787;57762
7788;57764
7789;57764
7790;57763
7791;57763
7792;57762
7793;57764
7794;57762
7795;57764
7796;57762
7797;57765
7798;57765
7799;57766
7800;57765
7801;57765
7802;57766
7803;57765
7804;57766
7805;57766
7806;57766
7807;57765
7808;57766
7809;57765
7810;57767
7811;57767
7812;57765
7813;57767
7814;57767
7815;57767
7816;57765
7817;57767
7818;57765
7819;57766
7820;57766
7821;57766
7822;57767
7823;57767
7824;57767
7825;57767
7826;57767
7827;57766
7828;57767
7829;57767
7830;57766
7831;57766
7832;57766
7833;57767
7834;57766
7835;57767
7836;57768
7837;57769
7838;57768
7839;57769
7840;57769
7841;57768
7842;57768
7843;57768
7844;57767
7845;57768
7846;57769
7847;57767
7848;57767
7849;57768
7850;57768
7851;57768
7852;57768
7853;57768
7854;57769
7855;57769
7856;57769
7857;57769
7858;57769
7859;57769
7860;57769
7861;57769
7862;57769
7863;57769
7864;57767
7865;57767
7866;57768
7867;57769
7868;57768
7869;57768
7870;57768
7871;57768
7872;57768
7873;57768
7874;57768
7875;57768
7876;57767
7877;57768
7878;57766
7879;57768
7880;57768
7881;57768
7882;57766
7883;57766
7884;57768
7885;57765
7886;57765
7887;57768
7888;57768
7889;57766
7890;57766
7891;57767
7892;57765
7893;57766
7894;57767
7895;57767
7896;57766
7897;57767
7898;57767
7899;57767
7900;57766
7901;57768
7902;57768
7903;57768
7904;57768
7905;57768
7906;57768
7907;57768
7908;57768
7909;57768
7910;57768
7911;57769
7912;57769
7913;57766
7914;57766
7915;57766
7916;57768
7917;57768
7918;57768
7919;57767
7920;57768
7921;57769
7922;57766
7923;57767
7924;57767
7925;57767
7926;57767
7927;57767
7928;57767
7929;57766
7930;57766
7931;57766
7932;57766
7933;57767
7934;57765
7935;57764
7936;57766
7937;57766
7938;57767
7939;57767
7940;57768
7941;57768
7942;57768
7943;57768
7944;57768
7945;57768
7946;57765
7947;57767
7948;57767
7949;57767
7950;57768
7951;57767
7952;57767
7953;57768
7954;57766
7955;57768
7956;57768
7957;57767
7958;57768
7959;57766
7960;57766
7961;57767
7962;57767
7963;57767
7964;57768
7965;57768
7966;57768
7967;57768
7968;57767
7969;57768
7970;57766
7971;57768
7972;57767
7973;57768
7974;57768
7975;57763
7976;57764
7977;57764
7978;57765
7979;57765
7980;57762
7981;57765
7982;57762
7983;57765
7984;57765
7985;57765
7986;57765
7987;57765
7988;57765
7989;57766
7990;57767
7991;57766
7992;57767
7993;57765
7994;57765
7995;57763
7996;57764
7997;57770
7998;57773
7999;57773
8000;57773
8001;57773
8002;57771
8003;57772
8004;57772
8005;57772
8006;57773
8007;57770
8008;57770
8009;57771
8010;57773
8011;57773
8012;57773
8013;57774
8014;57774
8015;57774
8016;57771
8017;57771
8018;57773
8019;57773
8020;57773
8021;57774
8022;57774
8023;57774
8024;57774
8025;57773
8026;57774
8027;57774
8028;57774
8029;57774
8030;57774
8031;57774
8032;57774
8033;57775
8034;57775
8035;57775
8036;57775
8037;57775
8038;57775
8039;57776
8040;57774
8041;57774
8042;57776
8043;57774
8044;57776
8045;57776
8046;57776
8047;57780
8048;57780
8049;57780
8050;57776
8051;57778
8052;57779
8053;57778
8054;57780
8055;57779
8056;57778
8057;57780
8058;57778
8059;57779
8060;57778
8061;57779
8062;57776
8063;57776
8064;57777
8065;57778
8066;57778
8067;57777
8068;57778
8069;57776
8070;57778
8071;57778
8072;57778
8073;57778
8074;57778
8075;57779
8076;57779
8077;57779
8078;57778
8079;57778
8080;57778
8081;57778
8082;57778
8083;57778
8084;57779
8085;57779
8086;57779
8087;57779
8088;57779
8089;57779
8090;57777
8091;57779
8092;57777
8093;57778
8094;57777
8095;57778
8096;57775
8097;57777
8098;57775
8099;57777
8100;57777
8101;57775
8102;57777
8103;57777
8104;57775
8105;57777
8106;57775
8107;57778
8108;57777
8109;57778
8110;57778
8111;57778
8112;57778
8113;57776
8114;57778
8115;57775
8116;57777
8117;57775
8118;57775
8119;57775
8120;57775
8121;57777
8122;57773
8123;57771
8124;57771
8125;57773
8126;57774
8127;57775
8128;57775
8129;57774
8130;57775
8131;57775
8132;57775
8133;57775
8134;57776
8135;57775
8136;57775
8137;57775
8138;57775
8139;57775
8140;57775
8141;57774
8142;57772
8143;57772
8144;57773
8145;57771
8146;57774
8147;57773
8148;57774
8149;57771
8150;57771
8151;57771
8152;57773
8153;57774
8154;57773
8155;57774
8156;57774
8157;57773
8158;57771
8159;57771
8160;57772
8161;57769
8162;57769
8163;57768
8164;57770
8165;57770
8166;57768
8167;57768
8168;57770
8169;57769
8170;57771
8171;57771
8172;57771
8173;57771
8174;57771
8175;57771
8176;57771
8177;57771
8178;57771
8179;57772
8180;57772
8181;57772
8182;57772
8183;57770
8184;57770
8185;57772
8186;57770
8187;57772
8188;57770
8189;57772
8190;57772
8191;57770
8192;57770
8193;57770
8194;57771
8195;57769
8196;57768
8197;57768
8198;57770
8199;57770
8200;57769
8201;57772
8202;57769
8203;57768
8204;57768
8205;57770
8206;57770
8207;57771
8208;57771
8209;57771
8210;57769
8211;57772
8212;57774
8213;57774
8214;57774
8215;57774
8216;57774
8217;57775
8218;57771
8219;57772
8220;57772
8221;57772
8222;57772
8223;57772
8224;57771
8225;57771
8226;57772
8227;57772
8228;57772
8229;57772
8230;57773
8231;57771
8232;57769
8233;57771
8234;57769
8235;57775
8236;57773
8237;57773
8238;57771
8239;57773
8240;57773
8241;57774
8242;57774
8243;57774
8244;57774
8245;57772
8246;57774
8247;57774
8248;57772
8249;57774
8250;57774
8251;57773
8252;57774
8253;57772
8254;57773
8255;57773
8256;57772
8257;57772
8258;57771
8259;57773
8260;57773
8261;57773
8262;57773
8263;57773
8264;57772
8265;57772
8266;57774
8267;57772
8268;57774
8269;57772
8270;57774
8271;57774
8272;57772
8273;57774
8274;57774
8275;57774
8276;57774
8277;57774
8278;57774
8279;57772
8280;57772
8281;57771
8282;57771
8283;57772
8284;57772
8285;57772
8286;57772
8287;57773
8288;57773
8289;57773
8290;57771
8291;57770
8292;57772
8293;57772
8294;57772
8295;57773
8296;57773
8297;57773
8298;57773
8299;57773
8300;57774
8301;57774
8302;57772
8303;57774
8304;57774
8305;57774
8306;57772
8307;57775
8308;57774
8309;57775
8310;57776
8311;57776
8312;57774
8313;57774
8314;57774
8315;57776
8316;57776
8317;57776
8318;57777
8319;57774
8320;57774
8321;57776
8322;57774
8323;57776
8324;57774
8325;57776
8326;57774
8327;57775
8328;57775
8329;57775
8330;57773
8331;57775
8332;57775
8333;57775
8334;57775
8335;57776
8336;57776
8337;57776
8338;57776
8339;57776
8340;57776
8341;57776
8342;57776
8343;57776
8344;57777
8345;57775
8346;57776
8347;57776
8348;57774
8349;57776
8350;57774
8351;57776
8352;57776
8353;57776
8354;57776
8355;57777
8356;57777
8357;57777
8358;57776
8359;57774
8360;57777
8361;57777
8362;57776
8363;57777
8364;57777
8365;57777
8366;57771
8367;57771
8368;57771
8369;57771
8370;57771
8371;57772
8372;57772
8373;57769
8374;57769
8375;57769
8376;57772
8377;57772
8378;57769
8379;57770
8380;57772
8381;57770
8382;57773
8383;57773
8384;57773
8385;57773
8386;57773
8387;57773
8388;57774
8389;57772
8390;57774
8391;57774
8392;57773
8393;57773
8394;57773
8395;57772
8396;57772
8397;57772
8398;57774
8399;57774
8400;57774
8401;57774
8402;57774
8403;57771
8404;57774
8405;57772
8406;57772
8407;57773
8408;57773
8409;57772
8410;57773
8411;57774
8412;57772
8413;57772
8414;57774
8415;57774
8416;57774
8417;57774
8418;57773
8419;57772
8420;57774
8421;57773
8422;57773
8423;57775
8424;57773
8425;57773
8426;57775
8427;57773
8428;57773
8429;57776
8430;57776
8431;57775
8432;57775
8433;57775
8434;57773
8435;57774
8436;57774
8437;57774
8438;57774
8439;57774
8440;57773
8441;57773
8442;57773
8443;57772
8444;57772
8445;57773
8446;57776
8447;57776
8448;57774
8449;57775
8450;57775
8451;57774
8452;57772
8453;57772
8454;57775
8455;57775
8456;57775
8457;57775
8458;57775
8459;57776
8460;57772
8461;57774
8462;57774
8463;57775
8464;57775
8465;57775
8466;57776
8467;57776
8468;57776
8469;57772
8470;57772
8471;57772
8472;57775
8473;57775
8474;57772
8475;57775
8476;57776
8477;57776
8478;57775
8479;57777
8480;57776
8481;57774
8482;57773
8483;57773
8484;57773
8485;57773
8486;57776
8487;57776
8488;57775
8489;57775
8490;57775
8491;57775
8492;57775
8493;57775
8494;57774
8495;57774
8496;57775
8497;57776
8498;57773
8499;57775
8500;57776
8501;57775
8502;57775
8503;57775
8504;57775
8505;57776
8506;57776
8507;57776
8508;57775
8509;57775
8510;57774
8511;57777
8512;57777
8513;57777
8514;57777
8515;57777
8516;57775
8517;57775
8518;57774
8519;57774
8520;57775
8521;57777
8522;57775
8523;57775
8524;57775
8525;57776
8526;57776
8527;57774
8528;57773
8529;57773
8530;57773
8531;57774
8532;57774
8533;57775
8534;57775
8535;57775
